"DATE_AND_TIME";"DATE";"TIME";"GAME";"RESULT";"ATTENDENCE";"STADIUM";"SEASON";"WEEKDAY";"HOME_OR_AWAY";"TEAM";"HOME_TEAM";"AWAY_TEAM";"OPPONENT";"HOME_GOALS";"AWAY_GOALS";"GOAL_FOR";"GOAL_AGAINST";"GOAL_DIFF";"GAMES_PLAYED";"POINTS";"W";"D";"L";"CUM_GOAL_FOR";"CUM_GOAL_AGAINST";"CUM_GOAL_DIFF";"CUM_GAMES_PLAYED";"CUM_POINTS";"CUM_W";"CUM_D";"CUM_L";"CUM_POSITION";"LATEST_POSITION_PER_SEASON"
2012-07-09 19:00:00;2012-07-09;"19:00";"Örebro - Malmö FF";"2 - 1";7156;"Behrn Arena";2012;"måndag";"HOME";"Örebro";"Örebro";"Malmö FF";"Malmö FF";2;1;2;1;1;1;3;1;0;0;13;23;-10;14;10;2;4;8;16;15
2012-07-15 18:30:00;2012-07-15;"18:30";"Kalmar FF - IF Elfsborg";"2 - 1";8627;"Guldfågeln Arena";2012;"söndag";"AWAY";"IF Elfsborg";"Kalmar FF";"IF Elfsborg";"Kalmar FF";2;1;1;2;-1;1;0;0;0;1;24;14;10;15;31;10;1;4;1;1
2012-07-16 19:05:00;2012-07-16;"19:05";"Malmö FF - GAIS";"2 - 0";13023;"Swedbank Stadion";2012;"måndag";"HOME";"Malmö FF";"Malmö FF";"GAIS";"GAIS";2;0;2;0;2;1;3;1;0;0;27;18;9;15;28;8;4;3;2;3
2012-07-14 16:00:00;2012-07-14;"16:00";"Helsingborgs IF - Syrianska FC";"1 - 0";8416;"Olympia, Helsingborg";2012;"lördag";"HOME";"Helsingborgs IF";"Helsingborgs IF";"Syrianska FC";"Syrianska FC";1;0;1;0;1;1;3;1;0;0;18;14;4;15;25;6;7;2;3;6
2012-07-14 16:00:00;2012-07-14;"16:00";"Åtvidabergs FF - AIK";"2 - 0";7621;"Kopparvallen";2012;"lördag";"HOME";"Åtvidabergs FF";"Åtvidabergs FF";"AIK";"AIK";2;0;2;0;2;1;3;1;0;0;32;23;9;15;24;7;3;5;4;8
2012-07-14 16:00:00;2012-07-14;"16:00";"Åtvidabergs FF - AIK";"2 - 0";7621;"Kopparvallen";2012;"lördag";"AWAY";"AIK";"Åtvidabergs FF";"AIK";"Åtvidabergs FF";2;0;0;2;-2;1;0;0;0;1;18;16;2;15;24;6;6;3;5;4
2012-07-16 19:00:00;2012-07-16;"19:00";"Djurgården - IFK Norrköping FK";"1 - 1";9043;"Stockholms Stadion 1";2012;"måndag";"AWAY";"IFK Norrköping FK";"Djurgården";"IFK Norrköping FK";"Djurgården";1;1;1;1;0;1;1;0;1;0;23;28;-5;15;24;7;3;5;6;5
2012-07-15 16:00:00;2012-07-15;"16:00";"Örebro - BK Häcken";"1 - 2";6023;"Behrn Arena";2012;"söndag";"AWAY";"BK Häcken";"Örebro";"BK Häcken";"Örebro";1;2;2;1;1;1;3;1;0;0;32;20;12;15;23;7;2;6;7;2
2012-07-14 16:00:00;2012-07-14;"16:00";"Mjällby AIF - GIF Sundsvall";"1 - 0";3180;"Strandvallen";2012;"lördag";"HOME";"Mjällby AIF";"Mjällby AIF";"GIF Sundsvall";"GIF Sundsvall";1;0;1;0;1;1;3;1;0;0;18;18;0;15;20;4;8;3;8;12
2012-07-15 18:30:00;2012-07-15;"18:30";"Kalmar FF - IF Elfsborg";"2 - 1";8627;"Guldfågeln Arena";2012;"söndag";"HOME";"Kalmar FF";"Kalmar FF";"IF Elfsborg";"IF Elfsborg";2;1;2;1;1;1;3;1;0;0;18;19;-1;15;19;5;4;6;9;10
2012-07-16 19:00:00;2012-07-16;"19:00";"Djurgården - IFK Norrköping FK";"1 - 1";9043;"Stockholms Stadion 1";2012;"måndag";"HOME";"Djurgården";"Djurgården";"IFK Norrköping FK";"IFK Norrköping FK";1;1;1;1;0;1;1;0;1;0;20;20;0;15;18;3;9;3;10;9
2012-07-14 16:00:00;2012-07-14;"16:00";"IFK Göteborg - Gefle IF FF";"1 - 1";8851;"Gamla Ullevi";2012;"lördag";"HOME";"IFK Göteborg";"IFK Göteborg";"Gefle IF FF";"Gefle IF FF";1;1;1;1;0;1;1;0;1;0;20;20;0;15;17;3;8;4;11;7
2012-07-14 16:00:00;2012-07-14;"16:00";"Mjällby AIF - GIF Sundsvall";"1 - 0";3180;"Strandvallen";2012;"lördag";"AWAY";"GIF Sundsvall";"Mjällby AIF";"GIF Sundsvall";"Mjällby AIF";1;0;0;1;-1;1;0;0;0;1;18;19;-1;15;17;4;5;6;12;14
2012-07-14 16:00:00;2012-07-14;"16:00";"Helsingborgs IF - Syrianska FC";"1 - 0";8416;"Olympia, Helsingborg";2012;"lördag";"AWAY";"Syrianska FC";"Helsingborgs IF";"Syrianska FC";"Helsingborgs IF";1;0;0;1;-1;1;0;0;0;1;15;23;-8;15;17;5;2;8;13;13
2012-07-14 16:00:00;2012-07-14;"16:00";"IFK Göteborg - Gefle IF FF";"1 - 1";8851;"Gamla Ullevi";2012;"lördag";"AWAY";"Gefle IF FF";"IFK Göteborg";"Gefle IF FF";"IFK Göteborg";1;1;1;1;0;1;1;0;1;0;9;22;-13;15;13;2;7;6;14;11
2012-07-16 19:05:00;2012-07-16;"19:05";"Malmö FF - GAIS";"2 - 0";13023;"Swedbank Stadion";2012;"måndag";"AWAY";"GAIS";"Malmö FF";"GAIS";"Malmö FF";2;0;0;2;-2;1;0;0;0;1;11;18;-7;15;10;1;7;7;15;16
2012-07-15 16:00:00;2012-07-15;"16:00";"Örebro - BK Häcken";"1 - 2";6023;"Behrn Arena";2012;"söndag";"HOME";"Örebro";"Örebro";"BK Häcken";"BK Häcken";1;2;1;2;-1;1;0;0;0;1;14;25;-11;15;10;2;4;9;16;15
2012-07-22 16:00:00;2012-07-22;"16:00";"IF Elfsborg - Kalmar FF";"3 - 0";8996;"Borås Arena";2012;"söndag";"HOME";"IF Elfsborg";"IF Elfsborg";"Kalmar FF";"Kalmar FF";3;0;3;0;3;1;3;1;0;0;27;14;13;16;34;11;1;4;1;1
2012-07-23 19:00:00;2012-07-23;"19:00";"GAIS - Malmö FF";"2 - 3";5045;"Gamla Ullevi";2012;"måndag";"AWAY";"Malmö FF";"GAIS";"Malmö FF";"GAIS";2;3;3;2;1;1;3;1;0;0;30;20;10;16;31;9;4;3;2;3
2012-07-21 16:00:00;2012-07-21;"16:00";"Syrianska FC - Helsingborgs IF";"1 - 3";2002;"Södertälje Fotbollsarena";2012;"lördag";"AWAY";"Helsingborgs IF";"Syrianska FC";"Helsingborgs IF";"Syrianska FC";1;3;3;1;2;1;3;1;0;0;21;15;6;16;28;7;7;2;3;6
2012-07-22 18:30:00;2012-07-22;"18:30";"AIK - Åtvidabergs FF";"1 - 0";9231;"Råsunda";2012;"söndag";"HOME";"AIK";"AIK";"Åtvidabergs FF";"Åtvidabergs FF";1;0;1;0;1;1;3;1;0;0;19;16;3;16;27;7;6;3;4;4
2012-07-19 20:00:00;2012-07-19;"20:00";"BK Häcken - Örebro";"2 - 1";8574;"Ullevi";2012;"torsdag";"HOME";"BK Häcken";"BK Häcken";"Örebro";"Örebro";2;1;2;1;1;1;3;1;0;0;34;21;13;16;26;8;2;6;5;2
2012-07-23 19:05:00;2012-07-23;"19:05";"IFK Norrköping FK - Djurgården";"1 - 1";10392;"Nya Parken";2012;"måndag";"HOME";"IFK Norrköping FK";"IFK Norrköping FK";"Djurgården";"Djurgården";1;1;1;1;0;1;1;0;1;0;24;29;-5;16;25;7;4;5;6;5
2012-07-22 18:30:00;2012-07-22;"18:30";"AIK - Åtvidabergs FF";"1 - 0";9231;"Råsunda";2012;"söndag";"AWAY";"Åtvidabergs FF";"AIK";"Åtvidabergs FF";"AIK";1;0;0;1;-1;1;0;0;0;1;32;24;8;16;24;7;3;6;7;8
2012-07-21 16:00:00;2012-07-21;"16:00";"GIF Sundsvall - Mjällby AIF";"3 - 1";3889;"Norrporten Arena";2012;"lördag";"HOME";"GIF Sundsvall";"GIF Sundsvall";"Mjällby AIF";"Mjällby AIF";3;1;3;1;2;1;3;1;0;0;21;20;1;16;20;5;5;6;8;14
2012-07-21 16:00:00;2012-07-21;"16:00";"GIF Sundsvall - Mjällby AIF";"3 - 1";3889;"Norrporten Arena";2012;"lördag";"AWAY";"Mjällby AIF";"GIF Sundsvall";"Mjällby AIF";"GIF Sundsvall";3;1;1;3;-2;1;0;0;0;1;19;21;-2;16;20;4;8;4;9;12
2012-07-23 19:05:00;2012-07-23;"19:05";"IFK Norrköping FK - Djurgården";"1 - 1";10392;"Nya Parken";2012;"måndag";"AWAY";"Djurgården";"IFK Norrköping FK";"Djurgården";"IFK Norrköping FK";1;1;1;1;0;1;1;0;1;0;21;21;0;16;19;3;10;3;10;9
2012-07-22 16:00:00;2012-07-22;"16:00";"IF Elfsborg - Kalmar FF";"3 - 0";8996;"Borås Arena";2012;"söndag";"AWAY";"Kalmar FF";"IF Elfsborg";"Kalmar FF";"IF Elfsborg";3;0;0;3;-3;1;0;0;0;1;18;22;-4;16;19;5;4;7;11;10
2012-07-21 16:00:00;2012-07-21;"16:00";"Gefle IF FF - IFK Göteborg";"5 - 0";4420;"Strömvallen";2012;"lördag";"AWAY";"IFK Göteborg";"Gefle IF FF";"IFK Göteborg";"Gefle IF FF";5;0;0;5;-5;1;0;0;0;1;20;25;-5;16;17;3;8;5;12;7
2012-07-21 16:00:00;2012-07-21;"16:00";"Syrianska FC - Helsingborgs IF";"1 - 3";2002;"Södertälje Fotbollsarena";2012;"lördag";"HOME";"Syrianska FC";"Syrianska FC";"Helsingborgs IF";"Helsingborgs IF";1;3;1;3;-2;1;0;0;0;1;16;26;-10;16;17;5;2;9;13;13
2012-07-21 16:00:00;2012-07-21;"16:00";"Gefle IF FF - IFK Göteborg";"5 - 0";4420;"Strömvallen";2012;"lördag";"HOME";"Gefle IF FF";"Gefle IF FF";"IFK Göteborg";"IFK Göteborg";5;0;5;0;5;1;3;1;0;0;14;22;-8;16;16;3;7;6;14;11
2012-07-23 19:00:00;2012-07-23;"19:00";"GAIS - Malmö FF";"2 - 3";5045;"Gamla Ullevi";2012;"måndag";"HOME";"GAIS";"GAIS";"Malmö FF";"Malmö FF";2;3;2;3;-1;1;0;0;0;1;13;21;-8;16;10;1;7;8;15;16
2012-07-19 20:00:00;2012-07-19;"20:00";"BK Häcken - Örebro";"2 - 1";8574;"Ullevi";2012;"torsdag";"AWAY";"Örebro";"BK Häcken";"Örebro";"BK Häcken";2;1;1;2;-1;1;0;0;0;1;15;27;-12;16;10;2;4;10;16;15
2012-07-29 18:30:00;2012-07-29;"18:30";"Djurgården - IF Elfsborg";"0 - 0";7386;"Stockholms Stadion 1";2012;"söndag";"AWAY";"IF Elfsborg";"Djurgården";"IF Elfsborg";"Djurgården";0;0;0;0;0;1;1;0;1;0;27;14;13;17;35;11;2;4;1;1
2012-07-28 16:00:00;2012-07-28;"16:00";"Gefle IF FF - Malmö FF";"0 - 2";4150;"Strömvallen";2012;"lördag";"AWAY";"Malmö FF";"Gefle IF FF";"Malmö FF";"Gefle IF FF";0;2;2;0;2;1;3;1;0;0;32;20;12;17;34;10;4;3;2;3
2012-07-29 16:00:00;2012-07-29;"16:00";"Mjällby AIF - AIK";"0 - 1";4539;"Strandvallen";2012;"söndag";"AWAY";"AIK";"Mjällby AIF";"AIK";"Mjällby AIF";0;1;1;0;1;1;3;1;0;0;20;16;4;17;30;8;6;3;3;4
2012-07-30 19:05:00;2012-07-30;"19:05";"BK Häcken - GAIS";"3 - 1";5606;"Rambergsvallen";2012;"måndag";"HOME";"BK Häcken";"BK Häcken";"GAIS";"GAIS";3;1;3;1;2;1;3;1;0;0;37;22;15;17;29;9;2;6;4;2
2012-07-28 16:00:00;2012-07-28;"16:00";"Helsingborgs IF - IFK Norrköping FK";"1 - 2";8639;"Olympia, Helsingborg";2012;"lördag";"HOME";"Helsingborgs IF";"Helsingborgs IF";"IFK Norrköping FK";"IFK Norrköping FK";1;2;1;2;-1;1;0;0;0;1;22;17;5;17;28;7;7;3;5;6
2012-07-28 16:00:00;2012-07-28;"16:00";"Helsingborgs IF - IFK Norrköping FK";"1 - 2";8639;"Olympia, Helsingborg";2012;"lördag";"AWAY";"IFK Norrköping FK";"Helsingborgs IF";"IFK Norrköping FK";"Helsingborgs IF";1;2;2;1;1;1;3;1;0;0;26;30;-4;17;28;8;4;5;6;5
2012-07-27 19:00:00;2012-07-27;"19:00";"Åtvidabergs FF - Örebro";"1 - 1";4420;"Kopparvallen";2012;"fredag";"HOME";"Åtvidabergs FF";"Åtvidabergs FF";"Örebro";"Örebro";1;1;1;1;0;1;1;0;1;0;33;25;8;17;25;7;4;6;7;8
2012-07-29 18:30:00;2012-07-29;"18:30";"Kalmar FF - GIF Sundsvall";"1 - 1";5823;"Guldfågeln Arena";2012;"söndag";"AWAY";"GIF Sundsvall";"Kalmar FF";"GIF Sundsvall";"Kalmar FF";1;1;1;1;0;1;1;0;1;0;22;21;1;17;21;5;6;6;8;14
2012-07-29 18:30:00;2012-07-29;"18:30";"Djurgården - IF Elfsborg";"0 - 0";7386;"Stockholms Stadion 1";2012;"söndag";"HOME";"Djurgården";"Djurgården";"IF Elfsborg";"IF Elfsborg";0;0;0;0;0;1;1;0;1;0;21;21;0;17;20;3;11;3;9;9
2012-07-29 16:00:00;2012-07-29;"16:00";"Mjällby AIF - AIK";"0 - 1";4539;"Strandvallen";2012;"söndag";"HOME";"Mjällby AIF";"Mjällby AIF";"AIK";"AIK";0;1;0;1;-1;1;0;0;0;1;19;22;-3;17;20;4;8;5;10;12
2012-07-31 19:00:00;2012-07-31;"19:00";"IFK Göteborg - Syrianska FC";"1 - 0";8453;"Gamla Ullevi";2012;"tisdag";"HOME";"IFK Göteborg";"IFK Göteborg";"Syrianska FC";"Syrianska FC";1;0;1;0;1;1;3;1;0;0;21;25;-4;17;20;4;8;5;11;7
2012-07-29 18:30:00;2012-07-29;"18:30";"Kalmar FF - GIF Sundsvall";"1 - 1";5823;"Guldfågeln Arena";2012;"söndag";"HOME";"Kalmar FF";"Kalmar FF";"GIF Sundsvall";"GIF Sundsvall";1;1;1;1;0;1;1;0;1;0;19;23;-4;17;20;5;5;7;12;10
2012-07-31 19:00:00;2012-07-31;"19:00";"IFK Göteborg - Syrianska FC";"1 - 0";8453;"Gamla Ullevi";2012;"tisdag";"AWAY";"Syrianska FC";"IFK Göteborg";"Syrianska FC";"IFK Göteborg";1;0;0;1;-1;1;0;0;0;1;16;27;-11;17;17;5;2;10;13;13
2012-07-28 16:00:00;2012-07-28;"16:00";"Gefle IF FF - Malmö FF";"0 - 2";4150;"Strömvallen";2012;"lördag";"HOME";"Gefle IF FF";"Gefle IF FF";"Malmö FF";"Malmö FF";0;2;0;2;-2;1;0;0;0;1;14;24;-10;17;16;3;7;7;14;11
2012-07-27 19:00:00;2012-07-27;"19:00";"Åtvidabergs FF - Örebro";"1 - 1";4420;"Kopparvallen";2012;"fredag";"AWAY";"Örebro";"Åtvidabergs FF";"Örebro";"Åtvidabergs FF";1;1;1;1;0;1;1;0;1;0;16;28;-12;17;11;2;5;10;15;15
2012-07-30 19:05:00;2012-07-30;"19:05";"BK Häcken - GAIS";"3 - 1";5606;"Rambergsvallen";2012;"måndag";"AWAY";"GAIS";"BK Häcken";"GAIS";"BK Häcken";3;1;1;3;-2;1;0;0;0;1;14;24;-10;17;10;1;7;9;16;16
2012-08-12 17:30:00;2012-08-12;"17:30";"IF Elfsborg - Malmö FF";"4 - 1";12922;"Borås Arena";2012;"söndag";"HOME";"IF Elfsborg";"IF Elfsborg";"Malmö FF";"Malmö FF";4;1;4;1;3;1;3;1;0;0;31;15;16;18;38;12;2;4;1;1
2012-08-05 16:00:00;2012-08-05;"16:00";"Malmö FF - BK Häcken";"0 - 0";14848;"Swedbank Stadion";2012;"söndag";"HOME";"Malmö FF";"Malmö FF";"BK Häcken";"BK Häcken";0;0;0;0;0;1;1;0;1;0;32;20;12;18;35;10;5;3;2;3
2012-08-12 15:00:00;2012-08-12;"15:00";"Helsingborgs IF - Kalmar FF";"7 - 2";9150;"Olympia, Helsingborg";2012;"söndag";"HOME";"Helsingborgs IF";"Helsingborgs IF";"Kalmar FF";"Kalmar FF";7;2;7;2;5;1;3;1;0;0;29;19;10;18;31;8;7;3;3;6
2012-08-05 16:00:00;2012-08-05;"16:00";"Malmö FF - BK Häcken";"0 - 0";14848;"Swedbank Stadion";2012;"söndag";"AWAY";"BK Häcken";"Malmö FF";"BK Häcken";"Malmö FF";0;0;0;0;0;1;1;0;1;0;37;22;15;18;30;9;3;6;4;2
2012-08-05 18:30:00;2012-08-05;"18:30";"AIK - Kalmar FF";"1 - 2";9905;"Råsunda";2012;"söndag";"HOME";"AIK";"AIK";"Kalmar FF";"Kalmar FF";1;2;1;2;-1;1;0;0;0;1;21;18;3;18;30;8;6;4;5;4
2012-08-06 19:05:00;2012-08-06;"19:05";"IFK Norrköping FK - IFK Göteborg";"0 - 0";8723;"Nya Parken";2012;"måndag";"HOME";"IFK Norrköping FK";"IFK Norrköping FK";"IFK Göteborg";"IFK Göteborg";0;0;0;0;0;1;1;0;1;0;26;30;-4;18;29;8;5;5;6;5
2012-08-04 16:00:00;2012-08-04;"16:00";"GAIS - Åtvidabergs FF";"2 - 2";3119;"Gamla Ullevi";2012;"lördag";"AWAY";"Åtvidabergs FF";"GAIS";"Åtvidabergs FF";"GAIS";2;2;2;2;0;1;1;0;1;0;35;27;8;18;26;7;5;6;7;8
2012-08-06 19:00:00;2012-08-06;"19:00";"GIF Sundsvall - Djurgården";"0 - 1";5629;"Norrporten Arena";2012;"måndag";"AWAY";"Djurgården";"GIF Sundsvall";"Djurgården";"GIF Sundsvall";0;1;1;0;1;1;3;1;0;0;22;21;1;18;23;4;11;3;8;9
2012-08-06 19:00:00;2012-08-06;"19:00";"Örebro - Mjällby AIF";"0 - 1";4725;"Behrn Arena";2012;"måndag";"AWAY";"Mjällby AIF";"Örebro";"Mjällby AIF";"Örebro";0;1;1;0;1;1;3;1;0;0;20;22;-2;18;23;5;8;5;9;12
2012-08-05 18:30:00;2012-08-05;"18:30";"AIK - Kalmar FF";"1 - 2";9905;"Råsunda";2012;"söndag";"AWAY";"Kalmar FF";"AIK";"Kalmar FF";"AIK";1;2;2;1;1;1;3;1;0;0;21;24;-3;18;23;6;5;7;10;10
2012-08-06 19:00:00;2012-08-06;"19:00";"GIF Sundsvall - Djurgården";"0 - 1";5629;"Norrporten Arena";2012;"måndag";"HOME";"GIF Sundsvall";"GIF Sundsvall";"Djurgården";"Djurgården";0;1;0;1;-1;1;0;0;0;1;22;22;0;18;21;5;6;7;11;14
2012-08-06 19:05:00;2012-08-06;"19:05";"IFK Norrköping FK - IFK Göteborg";"0 - 0";8723;"Nya Parken";2012;"måndag";"AWAY";"IFK Göteborg";"IFK Norrköping FK";"IFK Göteborg";"IFK Norrköping FK";0;0;0;0;0;1;1;0;1;0;21;25;-4;18;21;4;9;5;12;7
2012-08-04 16:00:00;2012-08-04;"16:00";"Syrianska FC - Gefle IF FF";"1 - 0";1476;"Södertälje Fotbollsarena";2012;"lördag";"HOME";"Syrianska FC";"Syrianska FC";"Gefle IF FF";"Gefle IF FF";1;0;1;0;1;1;3;1;0;0;17;27;-10;18;20;6;2;10;13;13
2012-08-04 16:00:00;2012-08-04;"16:00";"Syrianska FC - Gefle IF FF";"1 - 0";1476;"Södertälje Fotbollsarena";2012;"lördag";"AWAY";"Gefle IF FF";"Syrianska FC";"Gefle IF FF";"Syrianska FC";1;0;0;1;-1;1;0;0;0;1;14;25;-11;18;16;3;7;8;14;11
2012-08-04 16:00:00;2012-08-04;"16:00";"GAIS - Åtvidabergs FF";"2 - 2";3119;"Gamla Ullevi";2012;"lördag";"HOME";"GAIS";"GAIS";"Åtvidabergs FF";"Åtvidabergs FF";2;2;2;2;0;1;1;0;1;0;16;26;-10;18;11;1;8;9;15;16
2012-08-06 19:00:00;2012-08-06;"19:00";"Örebro - Mjällby AIF";"0 - 1";4725;"Behrn Arena";2012;"måndag";"HOME";"Örebro";"Örebro";"Mjällby AIF";"Mjällby AIF";0;1;0;1;-1;1;0;0;0;1;16;29;-13;18;11;2;5;11;16;15
2012-08-18 16:00:00;2012-08-18;"16:00";"IF Elfsborg - Helsingborgs IF";"2 - 1";9881;"Borås Arena";2012;"lördag";"HOME";"IF Elfsborg";"IF Elfsborg";"Helsingborgs IF";"Helsingborgs IF";2;1;2;1;1;1;3;1;0;0;33;16;17;19;41;13;2;4;1;1
2012-08-12 17:30:00;2012-08-12;"17:30";"IF Elfsborg - Malmö FF";"4 - 1";12922;"Borås Arena";2012;"söndag";"AWAY";"Malmö FF";"IF Elfsborg";"Malmö FF";"IF Elfsborg";4;1;1;4;-3;1;0;0;0;1;33;24;9;19;35;10;5;4;2;3
2012-08-12 17:30:00;2012-08-12;"17:30";"IFK Norrköping FK - BK Häcken";"1 - 2";4504;"Nya Parken";2012;"söndag";"AWAY";"BK Häcken";"IFK Norrköping FK";"BK Häcken";"IFK Norrköping FK";1;2;2;1;1;1;3;1;0;0;39;23;16;19;33;10;3;6;3;2
2012-08-12 15:00:00;2012-08-12;"15:00";"AIK - Örebro";"3 - 0";8352;"Råsunda";2012;"söndag";"HOME";"AIK";"AIK";"Örebro";"Örebro";3;0;3;0;3;1;3;1;0;0;24;18;6;19;33;9;6;4;4;4
2012-08-18 16:00:00;2012-08-18;"16:00";"IF Elfsborg - Helsingborgs IF";"2 - 1";9881;"Borås Arena";2012;"lördag";"AWAY";"Helsingborgs IF";"IF Elfsborg";"Helsingborgs IF";"IF Elfsborg";2;1;1;2;-1;1;0;0;0;1;30;21;9;19;31;8;7;4;5;6
2012-08-12 17:30:00;2012-08-12;"17:30";"IFK Norrköping FK - BK Häcken";"1 - 2";4504;"Nya Parken";2012;"söndag";"HOME";"IFK Norrköping FK";"IFK Norrköping FK";"BK Häcken";"BK Häcken";1;2;1;2;-1;1;0;0;0;1;27;32;-5;19;29;8;5;6;6;5
2012-08-11 16:00:00;2012-08-11;"16:00";"Syrianska FC - Åtvidabergs FF";"2 - 2";1799;"Södertälje Fotbollsarena";2012;"lördag";"AWAY";"Åtvidabergs FF";"Syrianska FC";"Åtvidabergs FF";"Syrianska FC";2;2;2;2;0;1;1;0;1;0;37;29;8;19;27;7;6;6;7;8
2012-08-10 19:00:00;2012-08-10;"19:00";"Gefle IF FF - Djurgården";"0 - 1";5053;"Strömvallen";2012;"fredag";"AWAY";"Djurgården";"Gefle IF FF";"Djurgården";"Gefle IF FF";0;1;1;0;1;1;3;1;0;0;23;21;2;19;26;5;11;3;8;9
2012-08-11 16:00:00;2012-08-11;"16:00";"GIF Sundsvall - GAIS";"2 - 0";3019;"Norrporten Arena";2012;"lördag";"HOME";"GIF Sundsvall";"GIF Sundsvall";"GAIS";"GAIS";2;0;2;0;2;1;3;1;0;0;24;22;2;19;24;6;6;7;9;14
2012-08-12 15:00:00;2012-08-12;"15:00";"IFK Göteborg - Mjällby AIF";"4 - 2";5758;"Gamla Ullevi";2012;"söndag";"HOME";"IFK Göteborg";"IFK Göteborg";"Mjällby AIF";"Mjällby AIF";4;2;4;2;2;1;3;1;0;0;25;27;-2;19;24;5;9;5;10;7
2012-08-12 15:00:00;2012-08-12;"15:00";"IFK Göteborg - Mjällby AIF";"4 - 2";5758;"Gamla Ullevi";2012;"söndag";"AWAY";"Mjällby AIF";"IFK Göteborg";"Mjällby AIF";"IFK Göteborg";4;2;2;4;-2;1;0;0;0;1;22;26;-4;19;23;5;8;6;11;12
2012-08-12 15:00:00;2012-08-12;"15:00";"Helsingborgs IF - Kalmar FF";"7 - 2";9150;"Olympia, Helsingborg";2012;"söndag";"AWAY";"Kalmar FF";"Helsingborgs IF";"Kalmar FF";"Helsingborgs IF";7;2;2;7;-5;1;0;0;0;1;23;31;-8;19;23;6;5;8;12;10
2012-08-11 16:00:00;2012-08-11;"16:00";"Syrianska FC - Åtvidabergs FF";"2 - 2";1799;"Södertälje Fotbollsarena";2012;"lördag";"HOME";"Syrianska FC";"Syrianska FC";"Åtvidabergs FF";"Åtvidabergs FF";2;2;2;2;0;1;1;0;1;0;19;29;-10;19;21;6;3;10;13;13
2012-08-10 19:00:00;2012-08-10;"19:00";"Gefle IF FF - Djurgården";"0 - 1";5053;"Strömvallen";2012;"fredag";"HOME";"Gefle IF FF";"Gefle IF FF";"Djurgården";"Djurgården";0;1;0;1;-1;1;0;0;0;1;14;26;-12;19;16;3;7;9;14;11
2012-08-11 16:00:00;2012-08-11;"16:00";"GIF Sundsvall - GAIS";"2 - 0";3019;"Norrporten Arena";2012;"lördag";"AWAY";"GAIS";"GIF Sundsvall";"GAIS";"GIF Sundsvall";2;0;0;2;-2;1;0;0;0;1;16;28;-12;19;11;1;8;10;15;16
2012-08-12 15:00:00;2012-08-12;"15:00";"AIK - Örebro";"3 - 0";8352;"Råsunda";2012;"söndag";"AWAY";"Örebro";"AIK";"Örebro";"AIK";3;0;0;3;-3;1;0;0;0;1;16;32;-16;19;11;2;5;12;16;15
2012-08-26 17:30:00;2012-08-26;"17:30";"BK Häcken - IF Elfsborg";"4 - 2";6040;"Rambergsvallen";2012;"söndag";"AWAY";"IF Elfsborg";"BK Häcken";"IF Elfsborg";"BK Häcken";4;2;2;4;-2;1;0;0;0;1;35;20;15;20;41;13;2;5;1;1
2012-08-27 19:00:00;2012-08-27;"19:00";"Malmö FF - GIF Sundsvall";"2 - 0";11534;"Swedbank Stadion";2012;"måndag";"HOME";"Malmö FF";"Malmö FF";"GIF Sundsvall";"GIF Sundsvall";2;0;2;0;2;1;3;1;0;0;35;24;11;20;38;11;5;4;2;3
2012-08-26 17:30:00;2012-08-26;"17:30";"BK Häcken - IF Elfsborg";"4 - 2";6040;"Rambergsvallen";2012;"söndag";"HOME";"BK Häcken";"BK Häcken";"IF Elfsborg";"IF Elfsborg";4;2;4;2;2;1;3;1;0;0;43;25;18;20;36;11;3;6;3;2
2012-08-26 15:00:00;2012-08-26;"15:00";"GAIS - AIK";"0 - 1";3865;"Gamla Ullevi";2012;"söndag";"AWAY";"AIK";"GAIS";"AIK";"GAIS";0;1;1;0;1;1;3;1;0;0;25;18;7;20;36;10;6;4;4;4
2012-08-25 16:00:00;2012-08-25;"16:00";"Djurgården - Helsingborgs IF";"3 - 1";7363;"Råsunda";2012;"lördag";"AWAY";"Helsingborgs IF";"Djurgården";"Helsingborgs IF";"Djurgården";3;1;1;3;-2;1;0;0;0;1;31;24;7;20;31;8;7;5;5;6
2012-08-27 19:05:00;2012-08-27;"19:05";"Åtvidabergs FF - IFK Norrköping FK";"1 - 1";8600;"Kopparvallen";2012;"måndag";"AWAY";"IFK Norrköping FK";"Åtvidabergs FF";"IFK Norrköping FK";"Åtvidabergs FF";1;1;1;1;0;1;1;0;1;0;28;33;-5;20;30;8;6;6;6;5
2012-08-25 16:00:00;2012-08-25;"16:00";"Djurgården - Helsingborgs IF";"3 - 1";7363;"Råsunda";2012;"lördag";"HOME";"Djurgården";"Djurgården";"Helsingborgs IF";"Helsingborgs IF";3;1;3;1;2;1;3;1;0;0;26;22;4;20;29;6;11;3;7;9
2012-08-27 19:05:00;2012-08-27;"19:05";"Åtvidabergs FF - IFK Norrköping FK";"1 - 1";8600;"Kopparvallen";2012;"måndag";"HOME";"Åtvidabergs FF";"Åtvidabergs FF";"IFK Norrköping FK";"IFK Norrköping FK";1;1;1;1;0;1;1;0;1;0;38;30;8;20;28;7;7;6;8;8
